,election_year,election_type,office_name,primary_party,district_name,candidate_party,candidate_name,votes,votes_rank,incumbent,CO_ID
201,2000,Primary,State Representative,Democratic,39,Democratic,john scipione,797.0,1,0.0,20000939002
3628,1998,General,State Senate,0,5,Democratic,john singletary,14494.0,2,0.0,19980805002
3656,1998,Primary,State Senate,Democratic,5,Democratic,john singletary,8089.0,1,0.0,19980805002
887,2006,General,State Representative,0,34,Democratic,john soper,12080.0,1,0.0,20055600120.0
987,2006,Primary,State Representative,Democratic,34,Democratic,john soper,2139.0,1,0.0,20055600120.0
1149,2008,General,State Representative,0,34,Democratic,john soper,14927.0,1,1.0,20055600120.0
1253,2008,Primary,State Representative,Democratic,34,Democratic,john soper,3268.0,1,1.0,20055600120.0
1413,2010,General,State Representative,0,34,Democratic,john soper,9415.0,1,1.0,20055600120.0
1514,2010,Primary,State Representative,Democratic,34,Democratic,john soper,3658.0,1,1.0,20055600120.0
1169,2008,General,State Representative,0,43,Democratic,john stevens,15846.0,2,0.0,20085614291.0
1262,2008,Primary,State Representative,Democratic,43,Democratic,john stevens,2548.0,1,0.0,20085614291.0
3624,1998,General,State Senate,0,2,Democratic,john stulp,13150.0,2,0.0,19980802006
3654,1998,Primary,State Senate,Democratic,2,Democratic,john stulp,3045.0,1,0.0,19980802006
3183,1998,General,Attorney General,0,Colorado,Republican,john suthers,601362.0,2,0.0,19970500003
3187,1998,Primary,Attorney General,Republican,Colorado,Republican,john suthers,118136.0,1,0.0,19970500003
3197,2006,General,Attorney General,0,Colorado,Republican,john suthers,789010.0,1,0.0,20055606892.0
3199,2006,Primary,Attorney General,Republican,Colorado,Republican,john suthers,199862.0,1,0.0,20055606892.0
3201,2010,General,Attorney General,0,Colorado,Republican,john suthers,962531.0,1,1.0,20055606892.0
3203,2010,Primary,Attorney General,Republican,Colorado,Republican,john suthers,340765.0,1,1.0,20055606892.0
28,2000,General,State Representative,0,13,Republican,john vanderhart,14244.0,2,0.0,20000913006
229,2000,Primary,State Representative,Republican,13,Republican,john vanderhart,1581.0,1,0.0,20000913006
3755,2000,Primary,State Senate,Democratic,25,Democratic,john vigil,1000.0,2,0.0,19990825003
60,2000,General,State Representative,0,25,Republican,john witwer,16422.0,1,0.0,19990925001.0
243,2000,Primary,State Representative,Republican,25,Republican,john witwer,2899.0,1,0.0,19990925001.0
351,2002,General,State Representative,0,25,Republican,john witwer,21524.0,1,1.0,19990925001.0
523,2002,Primary,State Representative,Republican,25,Republican,john witwer,3739.0,1,1.0,19990925001.0
619,2004,General,State Representative,0,25,Republican,john witwer,23057.0,1,1.0,19990925001.0
786,2004,Primary,State Representative,Republican,25,Republican,john witwer,6261.0,1,1.0,19990925001.0
578,2004,General,State Representative,0,5,Republican,john wren,4402.0,2,0.0,20045653546
771,2004,Primary,State Representative,Republican,5,Republican,john wren,823.0,1,0.0,20045653546
3098,2022,Primary,State Representative,Republican,5,Republican,johnnie johnson,1289.0,1,0.0,
1474,2010,General,State Representative,0,63,Republican,jon becker,19138.0,1,0.0,20095621749.0
1605,2010,Primary,State Representative,Republican,63,Republican,jon becker,8153.0,1,0.0,20095621749.0
2058,2014,General,State Representative,0,65,Republican,jon becker,22723.0,1,1.0,20135026345.0
2186,2014,Primary,State Representative,Republican,65,Republican,jon becker,8462.0,1,1.0,20135026345.0
2319,2016,General,State Representative,0,65,Republican,jon becker,25965.0,1,1.0,20135026345.0
2453,2016,Primary,State Representative,Republican,65,Republican,jon becker,7674.0,1,1.0,20135026345.0
1924,2014,General,State Representative,0,1,Unaffiliated,jon biggerstaff,675.0,4,0.0,20145027149.0
4397,2016,Primary,State Senate,Democratic,33,Democratic,jon biggerstaff,2808.0,2,0.0,20155030032.0
1747,2012,General,State Representative,0,53,Republican,jon fye,15018.0,2,0.0,20125023709
1905,2012,Primary,State Representative,Republican,53,Republican,jon fye,2362.0,1,0.0,20125023709
1488,2010,Primary,State Representative,Democratic,7,Democratic,jon goldindubois,2262.0,2,0.0,20095614989.0
1973,2014,General,State Representative,0,25,Republican,jon keyser,21300.0,1,0.0,20135025701
2143,2014,Primary,State Representative,Republican,25,Republican,jon keyser,6671.0,1,0.0,20135025701
1927,2014,General,State Representative,0,2,Republican,jon roberts,9162.0,2,0.0,20145027065.0
2117,2014,Primary,State Representative,Republican,2,Republican,jon roberts,2079.0,1,0.0,20145027065.0
2554,2018,General,State Representative,0,46,Republican,jonathan ambler,14436.0,2,0.0,20185035318.0
2718,2018,Primary,State Representative,Republican,46,Republican,jonathan ambler,291.0,1,0.0,20185035318.0
2847,2020,General,State Representative,0,46,Republican,jonathan ambler,19532.0,2,0.0,20205038028.0
3001,2020,Primary,State Representative,Republican,46,Republican,jonathan ambler,5815.0,1,0.0,20205038028.0
3146,2022,Primary,State Representative,Republican,46,Republican,jonathan ambler,7675.0,1,0.0,20205038028
1712,2012,General,State Representative,0,38,Libertarian,jonathan barber,1878.0,3,0.0,
30,2000,General,State Representative,0,14,Libertarian,jonathan birge,925.0,3,0.0,
1387,2010,General,State Representative,0,21,Democratic,jonathan dooley,7510.0,2,0.0,20105018457.0
1501,2010,Primary,State Representative,Democratic,21,Democratic,jonathan dooley,2446.0,1,0.0,20105018457.0
1634,2012,General,State Representative,0,11,Democratic,jonathan singer,22222.0,1,0.0,20115022936.0
1799,2012,Primary,State Representative,Democratic,11,Democratic,jonathan singer,4217.0,1,0.0,20115022936.0
1943,2014,General,State Representative,0,11,Democratic,jonathan singer,18240.0,1,1.0,20115022936.0
2070,2014,Primary,State Representative,Democratic,11,Democratic,jonathan singer,4510.0,1,1.0,20115022936.0
2204,2016,General,State Representative,0,11,Democratic,jonathan singer,25327.0,1,1.0,20115022936.0
2336,2016,Primary,State Representative,Democratic,11,Democratic,jonathan singer,4475.0,1,1.0,20115022936.0
2473,2018,General,State Representative,0,11,Democratic,jonathan singer,27545.0,1,1.0,20115022936.0
2611,2018,Primary,State Representative,Democratic,11,Democratic,jonathan singer,10863.0,1,1.0,20115022936.0
2747,2020,General,State Representative,0,5,Republican,jonathan woodley,9203.0,2,0.0,20195037873.0
2961,2020,Primary,State Representative,Republican,5,Republican,jonathan woodley,1781.0,1,0.0,20195037873.0
3532,1994,Primary,State Senate,Democratic,34,Democratic,jose perea,1315.0,2,0.0,19940834002
4001,2008,General,State Senate,0,4,Democratic,joseph alsup,29417.0,2,0.0,20085613234.0
4038,2008,Primary,State Senate,Democratic,4,Democratic,joseph alsup,4263.0,1,0.0,20085613234.0
1970,2014,General,State Representative,0,24,Republican,joseph demott,15286.0,2,0.0,20145027014.0
2142,2014,Primary,State Representative,Republican,24,Republican,joseph demott,4415.0,1,0.0,20145027014.0
2233,2016,General,State Representative,0,24,Republican,joseph demott,18191.0,2,0.0,20165031560.0
1693,2012,General,State Representative,0,31,Democratic,joseph salazar,18800.0,1,0.0,20115022855.0
1815,2012,Primary,State Representative,Democratic,31,Democratic,joseph salazar,2683.0,1,0.0,20115022855.0
1987,2014,General,State Representative,0,31,Democratic,joseph salazar,11501.0,1,1.0,20115022855.0
2088,2014,Primary,State Representative,Democratic,31,Democratic,joseph salazar,2585.0,1,1.0,20115022855.0
3793,2002,General,State Senate,0,3,Libertarian,joseph towner,910.0,3,0.0,
4020,2008,General,State Senate,0,23,Democratic,joseph whitcomb,38896.0,2,0.0,20075614544.0
4049,2008,Primary,State Senate,Democratic,23,Democratic,joseph whitcomb,7231.0,1,0.0,20075614544.0
1217,2008,Primary,State Representative,Democratic,6,Democratic,josh hanfling,1346.0,3,0.0,20075626961.0
682,2004,General,State Representative,0,54,Republican,josh penry,23690.0,1,0.0,20055617283.0
814,2004,Primary,State Representative,Republican,54,Republican,josh penry,6976.0,1,0.0,20055617283.0
3933,2006,General,State Senate,0,7,Republican,josh penry,32962.0,1,1.0,20055617283.0
3983,2006,Primary,State Senate,Republican,7,Republican,josh penry,8397.0,1,1.0,20055617283.0
1096,2008,General,State Representative,0,7,Republican,josh raines,6737.0,2,0.0,20075627702.0
1290,2008,Primary,State Representative,Republican,7,Republican,josh raines,811.0,1,0.0,20075627702.0
1094,2008,General,State Representative,0,6,Republican,joshua sharf,12057.0,2,0.0,20085614627.0
1288,2008,Primary,State Representative,Republican,6,Republican,joshua sharf,1696.0,1,0.0,20085614627.0
1361,2010,General,State Representative,0,6,Republican,joshua sharf,10724.0,2,0.0,20085614627.0
1544,2010,Primary,State Representative,Republican,6,Republican,joshua sharf,3527.0,1,0.0,20085614627.0
1719,2012,General,State Representative,0,41,Democratic,jovan melton,19173.0,1,0.0,20115022909.0
1825,2012,Primary,State Representative,Democratic,41,Democratic,jovan melton,2298.0,1,0.0,20115022909.0
2009,2014,General,State Representative,0,41,Democratic,jovan melton,13315.0,1,1.0,20115022909.0
2098,2014,Primary,State Representative,Democratic,41,Democratic,jovan melton,3365.0,1,1.0,20115022909.0
2271,2016,General,State Representative,0,41,Democratic,jovan melton,20933.0,1,1.0,20115022909.0
2363,2016,Primary,State Representative,Democratic,41,Democratic,jovan melton,4231.0,1,1.0,20115022909.0
2542,2018,General,State Representative,0,41,Democratic,jovan melton,19773.0,1,1.0,20115022909.0
2645,2018,Primary,State Representative,Democratic,41,Democratic,jovan melton,8090.0,1,1.0,20115022909.0
3817,2002,General,State Senate,0,24,Republican,joy bowman,12820.0,2,0.0,20025800175.0
3852,2002,Primary,State Senate,Republican,24,Republican,joy bowman,1654.0,1,0.0,20025800175.0
2408,2016,Primary,State Representative,Republican,24,Republican,joy bowman,3861.0,1,0.0,
4036,2008,General,State Senate,0,35,Democratic,joyce foster,41384.0,1,0.0,20075629181.0
4058,2008,Primary,State Senate,Democratic,35,Democratic,joyce foster,7369.0,1,0.0,20075629181.0
114,2000,General,State Representative,0,45,Republican,joyce lawrence,14752.0,1,0.0,19990945003.0
268,2000,Primary,State Representative,Republican,45,Republican,joyce lawrence,415.0,1,0.0,19990945003.0
3794,2002,General,State Senate,0,3,Republican,joyce lawrence,14792.0,2,1.0,20025800128.0
3840,2002,Primary,State Senate,Republican,3,Republican,joyce lawrence,1879.0,1,1.0,20025800128.0
3499,1994,General,State Senate,0,13,Libertarian,judd ptak,1964.0,3,0.0,
2224,2016,General,State Representative,0,20,Libertarian,judith darcy,2425.0,3,0.0,
2763,2020,General,State Representative,0,13,Democratic,judy amabile,34652.0,1,0.0,20195036277
2902,2020,Primary,State Representative,Democratic,13,Democratic,judy amabile,18131.0,1,0.0,20195036277
3078,2022,Primary,State Representative,Democratic,49,Democratic,judy amabile,13682.0,1,1.0,20215041830
2784,2020,General,State Representative,0,20,Libertarian,judy darcy,1446.0,3,0.0,
2720,2018,Primary,State Representative,Republican,47,Republican,judy reyher,3364.0,2,0.0,20175033327.0
631,2004,General,State Representative,0,31,Democratic,judy solano,17563.0,1,0.0,20045638305.0
734,2004,Primary,State Representative,Democratic,31,Democratic,judy solano,2891.0,1,0.0,20045638305.0
881,2006,General,State Representative,0,31,Democratic,judy solano,13765.0,1,1.0,20045638305.0
984,2006,Primary,State Representative,Democratic,31,Democratic,judy solano,2295.0,1,1.0,20045638305.0
1144,2008,General,State Representative,0,31,Democratic,judy solano,23388.0,1,1.0,20045638305.0
1250,2008,Primary,State Representative,Democratic,31,Democratic,judy solano,4055.0,1,1.0,20045638305.0
1407,2010,General,State Representative,0,31,Democratic,judy solano,15380.0,1,1.0,20045638305.0
1511,2010,Primary,State Representative,Democratic,31,Democratic,judy solano,4695.0,1,1.0,20045638305.0
4295,2014,General,State Senate,0,24,Democratic,judy solano,25268.0,2,1.0,20135025300.0
4316,2014,Primary,State Senate,Democratic,24,Democratic,judy solano,5666.0,1,1.0,20135025300.0
2223,2016,General,State Representative,0,20,Democratic,julia endicott,12461.0,2,0.0,20165030744.0
2343,2016,Primary,State Representative,Democratic,20,Democratic,julia endicott,2598.0,1,0.0,20165030744.0
4452,2018,General,State Senate,0,30,Democratic,julia varnellsarjeant,34604.0,2,0.0,20185033567.0
4475,2018,Primary,State Senate,Democratic,30,Democratic,julia varnellsarjeant,12031.0,1,0.0,20185033567.0
4458,2018,General,State Senate,0,34,Democratic,julie gonzales,54312.0,1,0.0,20175032530.0
4480,2018,Primary,State Senate,Democratic,34,Democratic,julie gonzales,14798.0,1,0.0,20175032530.0
4595,2022,Primary,State Senate,Democratic,34,Democratic,julie gonzales,17522.0,1,1.0,20175032530
311,2002,General,State Representative,0,9,Libertarian,julie marble,479.0,3,0.0,
2584,2018,General,State Representative,0,61,Democratic,julie mccluskie,26063.0,1,0.0,20175032144.0
2667,2018,Primary,State Representative,Democratic,61,Democratic,julie mccluskie,8208.0,1,0.0,20175032144.0
2878,2020,General,State Representative,0,61,Democratic,julie mccluskie,31228.0,1,1.0,20175032144.0
2952,2020,Primary,State Representative,Democratic,61,Democratic,julie mccluskie,13196.0,1,1.0,20175032144.0
3038,2022,Primary,State Representative,Democratic,13,Democratic,julie mccluskie,8741.0,1,1.0,20215041765
4610,2022,Primary,State Senate,Republican,27,Republican,juliemarie macklin,4772.0,2,0.0,20225042030
2008,2014,General,State Representative,0,40,Republican,juliemarie shepherd,11802.0,2,0.0,20145027162.0
2159,2014,Primary,State Representative,Republican,40,Republican,juliemarie shepherd,3529.0,1,0.0,20145027162.0
3129,2022,Primary,State Representative,Republican,32,Republican,justin brown,3157.0,1,0.0,20225042226
3994,2006,Primary,State Senate,Republican,22,Republican,justin everett,750.0,3,0.0,20055601418.0
1669,2012,General,State Representative,0,22,Republican,justin everett,23117.0,1,0.0,20115023019.0
1872,2012,Primary,State Representative,Republican,22,Republican,justin everett,3664.0,1,0.0,20115023019.0
1965,2014,General,State Representative,0,22,Republican,justin everett,20396.0,1,1.0,20115023019.0
2139,2014,Primary,State Representative,Republican,22,Republican,justin everett,5433.0,1,1.0,20115023019.0
2228,2016,General,State Representative,0,22,Republican,justin everett,26311.0,1,1.0,20115023019.0
2406,2016,Primary,State Representative,Republican,22,Republican,justin everett,5375.0,1,1.0,20115023019.0
4659,2018,Primary,State Treasurer,Republican,Colorado,Republican,justin everett,167045.0,2,1.0,20175032041.0
2977,2020,Primary,State Representative,Republican,22,Republican,justin everett,5266.0,2,1.0,20205038141.0
297,2002,General,State Representative,0,4,Democratic,k frangas,10678.0,1,0.0,20025990261.0
443,2002,Primary,State Representative,Democratic,4,Democratic,k frangas,2421.0,1,0.0,20025990261.0
574,2004,General,State Representative,0,4,Democratic,k frangas,15753.0,1,1.0,20025990261.0
710,2004,Primary,State Representative,Democratic,4,Democratic,k frangas,4844.0,1,1.0,20025990261.0
832,2006,General,State Representative,0,4,Democratic,k frangas,11960.0,1,1.0,20025990261.0
957,2006,Primary,State Representative,Democratic,4,Democratic,k frangas,2132.0,1,1.0,20025990261.0
1088,2008,General,State Representative,0,4,Democratic,k frangas,18992.0,1,1.0,20025990261.0
1215,2008,Primary,State Representative,Democratic,4,Democratic,k frangas,2829.0,1,1.0,20025990261.0
1410,2010,General,State Representative,0,32,Republican,kaarl hoopes,8950.0,2,0.0,20095622188.0
1571,2010,Primary,State Representative,Republican,32,Republican,kaarl hoopes,2270.0,1,0.0,20095622188.0
2537,2018,General,State Representative,0,39,Democratic,kamala vanderkolk,16167.0,2,0.0,20185035330.0
2643,2018,Primary,State Representative,Democratic,39,Democratic,kamala vanderkolk,5601.0,1,0.0,20185035330.0
2683,2018,Primary,State Representative,Republican,14,Republican,kanda calef,4893.0,2,0.0,20185034109.0
4357,2016,General,State Senate,0,21,Republican,kara palfy,352.0,2,0.0,20165031454.0
1384,2010,General,State Representative,0,18,Republican,karen cullen,8959.0,2,0.0,20105016929.0
1557,2010,Primary,State Representative,Republican,18,Republican,karen cullen,2989.0,1,0.0,20105016929.0
296,2002,General,State Representative,0,3,Republican,karen kataline,9377.0,2,0.0,20025800136.0
502,2002,Primary,State Representative,Republican,3,Republican,karen kataline,2558.0,1,0.0,20025800136.0
2759,2020,General,State Representative,0,11,Democratic,karen mccormick,32803.0,1,0.0,20195036358.0
2900,2020,Primary,State Representative,Democratic,11,Democratic,karen mccormick,17470.0,1,0.0,20195036358.0
3036,2022,Primary,State Representative,Democratic,11,Democratic,karen mccormick,11578.0,1,1.0,20195036358
1166,2008,General,State Representative,0,42,Democratic,karen middleton,11870.0,1,0.0,20075626250.0
1261,2008,Primary,State Representative,Democratic,42,Democratic,karen middleton,1846.0,1,0.0,20075626250.0
2255,2016,General,State Representative,0,33,Republican,karen nelson,20197.0,2,0.0,20165031237.0
2417,2016,Primary,State Representative,Republican,33,Republican,karen nelson,4037.0,1,0.0,20165031237.0
